journal_name,issn,field,n_articles,n_with_review_time,median_days_submission_to_acceptance,p25_review,p75_review,mean_days_submission_to_acceptance,median_days_acceptance_to_publication,median_days_total,data_sources,publisher,sjr_rank,sjr_score,primary_area,mega_domain
Australian and New Zealand Journal of Statistics,1467-842X,Statistics,87,87,266.0,146.5,379.0,280.4597701149425,125.0,410.0,crossref_assertion,Wiley-Blackwell Publishing Ltd,15587,0.334,Decision Sciences,Social Sciences
Journal of Nonparametric Statistics,1029-0311,Statistics,101,100,266.0,207.0,395.25,334.43,18.0,279.0,crossref_assertion,Taylor and Francis Ltd.,14079,0.389,Decision Sciences,Social Sciences
Statistical Papers,0932-5026,Statistics,100,100,263.5,200.75,347.25,282.83,24.5,288.5,crossref_assertion,Springer New York,7080,0.775,Decision Sciences,Social Sciences
Annals of the Institute of Statistical Mathematics,0020-3157,Statistics,100,100,256.0,182.75,352.5,283.21,65.5,335.0,crossref_assertion,Springer Netherlands,9690,0.599,Mathematics,Physical Sciences
Communications in Statistics - Theory and Methods,1532-415X,Statistics,104,104,252.0,206.75,342.0,285.7019230769231,29.5,286.5,crossref_assertion,Taylor and Francis Ltd.,12363,0.462,Mathematics,Physical Sciences
Metron,0026-1424,Statistics,106,106,248.0,163.25,346.0,266.14150943396226,28.0,277.5,crossref_assertion,Springer-Verlag Italia s.r.l.,15398,0.341,Mathematics,Physical Sciences
Test,1133-0686,Statistics,101,100,231.0,151.25,334.25,260.73,31.0,267.0,crossref_assertion,Springer New York,11493,0.505,Decision Sciences,Social Sciences
Scandinavian Actuarial Journal,0346-1238,Statistics,101,101,220.0,146.0,297.0,243.17821782178217,14.0,237.0,crossref_assertion,Taylor and Francis Ltd.,6301,0.842,Decision Sciences,Social Sciences
Statistics,0233-1888,Statistics,104,104,213.0,150.25,292.0,239.29807692307693,14.0,227.0,crossref_assertion,Taylor and Francis Ltd.,12889,0.439,Decision Sciences,Social Sciences
Journal of the Korean Statistical Society,1226-3192,Statistics,102,102,181.5,136.25,247.25,199.41176470588235,22.5,207.0,crossref_assertion,Korean Statistical Society,15763,0.329,Mathematics,Physical Sciences
Statistica Neerlandica,0039-0402,Statistics,102,101,174.0,89.0,291.0,221.17821782178217,19.5,222.5,crossref_assertion,Wiley-Blackwell Publishing Ltd,10635,0.547,Decision Sciences,Social Sciences
Wiley Interdisciplinary Reviews: Computational Statistics,1939-5108,Statistics,100,100,143.0,95.0,195.75,160.81,27.0,175.0,crossref_assertion,John Wiley &amp; Sons Inc.,2533,1.452,Mathematics,Physical Sciences
Stat,2049-1573,Statistics,102,102,88.5,59.25,128.25,113.03921568627452,29.0,120.0,crossref_assertion,Wiley-Blackwell Publishing Ltd,10248,0.568,Decision Sciences,Social Sciences
Journal of Cosmetic and Laser Therapy,1476-4172,Surgery,102,100,298.0,184.25,543.0,375.64,10.0,356.5,crossref_assertion,Informa Healthcare,12589,0.452,Medicine,Health Sciences
Transplantation,1534-6080,Surgery,2,2,284.5,228.25,340.75,284.5,,,pubmed,Lippincott Williams and Wilkins,2992,1.325,Medicine,Health Sciences
World Neurosurgery: X,2590-1397,Surgery,100,100,273.0,185.25,354.0,275.71,,,pubmed,Elsevier Inc.,9404,0.617,Medicine,Health Sciences
International Journal of Hematology-Oncology and Stem Cell Research,1735-1243,Surgery,100,100,242.0,146.5,374.0,265.18,,,pubmed,Tehran University of Medical Sciences,18898,0.243,Medicine,Health Sciences
Journal of Cardiothoracic Surgery,1749-8090,Surgery,103,103,229.0,201.5,267.0,244.3009708737864,10.0,246.0,"crossref_assertion, pubmed",BioMed Central Ltd,11878,0.485,Medicine,Health Sciences
Archives of Plastic Surgery,2234-6163,Surgery,100,100,222.0,138.25,320.25,231.08,,,pubmed,Georg Thieme Verlag,9868,0.588,Medicine,Health Sciences
Clinical Spine Surgery,2380-0194,Surgery,148,147,206.0,165.5,283.0,229.71428571428572,46.0,245.5,"crossref_assertion, pubmed",Lippincott Williams and Wilkins Ltd.,7081,0.774,Medicine,Health Sciences
Breast Journal,1075-122X,Surgery,109,109,204.0,143.0,318.0,231.3302752293578,17.5,143.5,"crossref_assertion, pubmed",John Wiley and Sons Inc,12561,0.453,Medicine,Health Sciences
"BMJ Surgery, Interventions, and Health Technologies",2631-4940,Surgery,100,100,171.5,113.75,264.0,188.78,23.0,131.5,pubmed,BMJ Publishing Group,13424,0.416,Engineering,Physical Sciences
Cell and Tissue Banking,1573-6814,Surgery,103,102,166.5,75.0,303.0,222.84313725490196,46.0,192.0,"crossref_assertion, pubmed",Springer Netherlands,11893,0.484,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Orthopaedic Surgery,1757-7853,Surgery,103,103,160.0,120.5,196.5,162.71844660194174,22.0,196.0,"crossref_assertion, pubmed",Sociedade Brasileira de Matematica Aplicada e Computacional,7765,0.724,Medicine,Health Sciences
Plastic and Reconstructive Surgery - Global Open,2169-7574,Surgery,127,127,158.0,126.5,205.5,175.68503937007873,44.0,207.0,"crossref_assertion, pubmed",Lippincott Williams and Wilkins Ltd.,8458,0.676,Medicine,Health Sciences
Chinese Neurosurgical Journal,2057-4967,Surgery,101,101,148.0,103.0,211.0,178.0,34.0,354.0,"crossref_assertion, pubmed",BioMed Central Ltd,10351,0.562,Medicine,Health Sciences
Surgical Practice,1744-1625,Surgery,3,3,145.0,127.5,232.5,191.66666666666666,,,pubmed,Wiley-Blackwell Publishing Ltd,22552,0.179,Medicine,Health Sciences
Transplantation Proceedings,0041-1345,Surgery,100,100,141.5,104.5,181.25,145.21,31.5,164.5,pubmed,Elsevier Inc.,16724,0.298,Medicine,Health Sciences
Arquivos brasileiros de cirurgia digestiva : ABCD = Brazilian archives of digestive surgery,0102-6720,Surgery,100,100,138.5,54.75,251.25,164.02,69.0,170.0,pubmed,Colegio Brasileiro de Cirurgia Digestiva,13671,0.405,Medicine,Health Sciences
Transplant Immunology,0966-3274,Surgery,100,100,138.5,104.25,189.25,156.49,,,pubmed,Elsevier B.V.,12461,0.458,Immunology and Microbiology,Life Sciences
British Journal of Neurosurgery,0268-8697,Surgery,101,101,138.0,100.0,215.0,179.03960396039605,11.0,150.0,crossref_assertion,Informa Healthcare,13601,0.408,Medicine,Health Sciences
Journal of Cartilage and Joint Preservation,2667-2545,Surgery,1,1,136.0,136.0,136.0,136.0,,,pubmed,Elsevier B.V.,14015,0.391,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Microsurgery,1098-2752,Surgery,106,106,132.5,87.5,204.25,152.8490566037736,9.0,155.5,"crossref_assertion, pubmed",Wiley-Liss Inc.,6527,0.822,Medicine,Health Sciences
Acta Cirurgica Brasileira,0102-8650,Surgery,100,98,126.0,70.5,198.75,145.46938775510205,56.5,132.5,pubmed,Sociedade Brasileira para o Desenvolvimento de Pesquisa em Cirurgia,15933,0.323,Medicine,Health Sciences
Innovative Surgical Sciences,2364-7485,Surgery,100,99,126.0,83.0,216.0,175.8989898989899,,,pubmed,Walter de Gruyter GmbH,16782,0.296,Medicine,Health Sciences
Techniques in Coloproctology,1128-045X,Surgery,104,104,125.0,73.5,191.25,147.32692307692307,36.5,175.0,"crossref_assertion, pubmed",Springer Science and Business Media Deutschland GmbH,6058,0.865,Medicine,Health Sciences
CiOS Clinics in Orthopedic Surgery,2005-4408,Surgery,138,135,124.0,84.0,174.0,139.42962962962963,93.0,223.0,"crossref_assertion, pubmed",Korean Orthopaedic Association,7462,0.745,Medicine,Health Sciences
"Egyptian Journal of Neurology, Psychiatry and Neurosurgery",1687-8329,Surgery,201,201,124.0,73.0,214.0,158.76616915422886,14.0,150.0,"crossref_assertion, pubmed",Springer Nature,14089,0.388,Medicine,Health Sciences
Langenbeck's Archives of Surgery,1435-2451,Surgery,103,103,123.0,90.5,205.5,147.95145631067962,36.0,123.0,"crossref_assertion, pubmed",Springer Science and Business Media Deutschland GmbH,8194,0.694,Medicine,Health Sciences
Journal of Investigative Surgery,1521-0553,Surgery,101,101,120.0,90.0,171.0,134.97029702970298,22.0,152.0,crossref_assertion,Informa Healthcare,9766,0.595,Medicine,Health Sciences
Journal of Surgical Oncology,1096-9098,Surgery,102,102,119.5,69.0,177.75,126.50980392156863,22.0,133.0,"crossref_assertion, pubmed",Wiley-Liss Inc.,7527,0.741,Medicine,Health Sciences
Seminars in Arthroplasty JSES,1045-4527,Surgery,1,1,118.0,118.0,118.0,118.0,,,pubmed,W.B. Saunders,12812,0.442,Medicine,Health Sciences
Archives of Bone and Joint Surgery,2345-4644,Surgery,99,97,117.0,75.0,179.0,152.79381443298968,47.0,150.0,pubmed,Mashhad University of Medical Sciences,7593,0.736,Medicine,Health Sciences
International Journal of Surgical Oncology,2090-1410,Surgery,101,101,117.0,86.0,151.0,125.78217821782178,29.0,79.0,"crossref_assertion, pubmed",John Wiley and Sons Ltd,12708,0.447,Medicine,Health Sciences
Revista do Colegio Brasileiro de Cirurgioes,1809-4546,Surgery,100,99,117.0,25.5,248.0,140.2828282828283,48.0,114.0,pubmed,Colegio Brasileiro de Cirurgioes,16617,0.301,Medicine,Health Sciences
Journal of Shoulder and Elbow Arthroplasty,2471-5492,Surgery,100,100,114.0,77.0,151.25,126.62,25.0,95.0,pubmed,SAGE Publications Ltd,7882,0.716,Medicine,Health Sciences
"Surgical Laparoscopy, Endoscopy and Percutaneous Techniques",1530-4515,Surgery,120,120,114.0,79.5,161.0,122.73333333333333,216.0,284.0,"crossref_assertion, pubmed",Lippincott Williams and Wilkins Ltd.,12991,0.435,Medicine,Health Sciences
Minimally Invasive Therapy and Allied Technologies,1365-2931,Surgery,104,104,113.5,83.75,179.25,141.26923076923077,45.0,159.0,crossref_assertion,Informa Healthcare,11957,0.481,Medicine,Health Sciences
Minimally Invasive Surgery,2090-1453,Surgery,100,100,113.0,76.75,151.5,129.71,21.0,87.5,pubmed,John Wiley and Sons Ltd,13609,0.408,Medicine,Health Sciences
Journal of Surgical Research,1095-8673,Surgery,100,100,112.0,91.0,148.75,142.82,,,pubmed,Academic Press Inc.,7601,0.736,Medicine,Health Sciences
Turkish Journal of Surgery,2564-7032,Surgery,89,89,112.0,58.0,170.0,137.2808988764045,,,pubmed,Turkish Surgical Society,20334,0.215,Medicine,Health Sciences
World Journal of Transplantation,2220-3230,Surgery,100,100,112.0,81.5,143.75,116.48,,,pubmed,Baishideng Publishing Group,9697,0.599,Medicine,Health Sciences
Clinical Transplantation,1399-0012,Surgery,107,107,111.0,72.0,150.5,125.25233644859813,15.0,152.0,"crossref_assertion, pubmed",Wiley-Blackwell Publishing Ltd,7643,0.733,Medicine,Health Sciences
JCRS Online Case Reports,2214-1677,Surgery,1,1,110.0,110.0,110.0,110.0,,,pubmed,Lippincott Williams and Wilkins Ltd.,22835,0.174,Medicine,Health Sciences
Updates in Surgery,2038-131X,Surgery,132,132,109.0,67.0,176.25,136.46212121212122,29.5,124.5,"crossref_assertion, pubmed",Springer-Verlag Italia s.r.l.,6938,0.787,Medicine,Health Sciences
Transplant International,0934-0874,Surgery,100,100,108.0,63.5,139.75,105.72,,78.0,pubmed,Frontiers Media SA,5613,0.909,Medicine,Health Sciences
Surgery for Obesity and Related Diseases,1550-7289,Surgery,100,100,106.5,22.75,193.5,124.01,,,pubmed,Elsevier Inc.,3229,1.266,Medicine,Health Sciences
Aesthetic Plastic Surgery,0364-216X,Surgery,106,106,106.0,35.5,171.75,125.80188679245283,51.0,151.5,"crossref_assertion, pubmed",Springer New York,5301,0.945,Medicine,Health Sciences
World Journal of Surgical Oncology,1477-7819,Surgery,103,103,105.0,72.0,140.5,108.96116504854369,15.0,124.0,"crossref_assertion, pubmed",BioMed Central Ltd,6991,0.782,Medicine,Health Sciences
Current Problems in Surgery,1535-6337,Surgery,100,100,103.0,45.75,155.0,127.64,,,pubmed,Elsevier Inc.,7875,0.716,Medicine,Health Sciences
Seminars in Thoracic and Cardiovascular Surgery,1532-9488,Surgery,100,99,102.0,61.0,142.0,104.46464646464646,70.0,113.5,pubmed,W.B. Saunders,6224,0.849,Medicine,Health Sciences
ANZ Journal of Surgery,1445-1433,Surgery,106,106,101.5,51.0,173.5,132.5943396226415,7.5,69.5,"crossref_assertion, pubmed",Wiley-Blackwell Publishing Ltd,11915,0.483,Medicine,Health Sciences
Journal of Plastic Surgery and Hand Surgery,2000-6764,Surgery,84,84,101.5,65.5,140.0,112.95238095238095,,,pubmed,Medical Journals Sweden AB,13510,0.412,Medicine,Health Sciences
Surgeon,1479-666X,Surgery,100,100,101.5,49.0,159.0,126.43,,,pubmed,Elsevier Ltd,7977,0.709,Medicine,Health Sciences
Cytotherapy,1477-2566,Surgery,100,100,97.5,72.75,131.25,107.62,,,pubmed,Elsevier B.V.,4770,1.007,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Operative Neurosurgery,2332-4252,Surgery,158,158,97.5,66.25,146.25,108.17088607594937,71.0,196.0,"crossref_assertion, pubmed",Lippincott Williams and Wilkins,10458,0.557,Medicine,Health Sciences
JTCVS Open,2666-2736,Surgery,100,100,96.5,75.5,127.0,113.4,,,pubmed,Elsevier B.V.,7811,0.721,Medicine,Health Sciences
Neurosurgery Practice,2834-4383,Surgery,100,100,96.5,65.5,121.25,105.41,,,pubmed,Lippincott Williams and Wilkins,20284,0.216,Medicine,Health Sciences
Annals of Surgery,1528-1140,Surgery,127,127,96.0,56.5,140.5,106.5275590551181,17.5,150.5,"crossref_assertion, pubmed",Wolters Kluwer Health,903,2.593,Medicine,Health Sciences
Journal of Korean Neurosurgical Society,1598-7876,Surgery,103,103,96.0,57.5,133.5,102.33980582524272,31.0,32.0,"crossref_assertion, pubmed",Korean Neurosurgical Society,9767,0.595,Medicine,Health Sciences
Surgery (United States),1532-7361,Surgery,100,100,94.5,70.75,136.5,108.84,,,pubmed,Elsevier Inc.,4167,1.095,Medicine,Health Sciences
JPRAS Open,2352-5878,Surgery,100,100,94.0,58.0,134.0,102.26,,,pubmed,Elsevier Ltd,12003,0.479,Medicine,Health Sciences
Visceral Medicine,2297-4725,Surgery,100,100,94.0,56.25,139.0,97.68,,,pubmed,S. Karger AG,10300,0.565,Medicine,Health Sciences
Surgical Oncology,0960-7404,Surgery,100,100,91.5,65.0,139.25,117.9,,,pubmed,Elsevier Ltd,6868,0.792,Medicine,Health Sciences
European Journal of Orthopaedic Surgery and Traumatology,1432-1068,Surgery,103,103,90.0,68.5,135.5,113.58252427184466,23.0,106.0,"crossref_assertion, pubmed",,7362,0.752,Medicine,Health Sciences
Interdisciplinary Cardiovascular and Thoracic Surgery,2753-670X,Surgery,100,100,89.0,53.75,129.0,99.19,,,pubmed,Oxford University Press,11936,0.482,Medicine,Health Sciences
Stereotactic and Functional Neurosurgery,1423-0372,Surgery,100,100,88.0,54.0,132.25,100.29,99.0,159.5,pubmed,S. Karger AG,7344,0.754,Medicine,Health Sciences
"Journal of Plastic, Reconstructive and Aesthetic Surgery",1878-0539,Surgery,100,100,87.5,60.5,117.25,95.24,,,pubmed,Churchill Livingstone,6909,0.789,Medicine,Health Sciences
Journal of Abdominal Wall Surgery,2813-2092,Surgery,100,100,87.0,58.0,127.5,97.52,,50.0,pubmed,Frontiers Media SA,11585,0.5,Medicine,Health Sciences
Annals of Cardiothoracic Surgery,2304-1021,Surgery,100,100,86.5,51.0,121.25,90.56,,,pubmed,AME Publishing Company,6039,0.866,Medicine,Health Sciences
World Journal of Surgery,0364-2313,Surgery,100,100,86.0,40.0,145.0,99.36,,,pubmed,John Wiley and Sons Inc,7123,0.771,Medicine,Health Sciences
Journal of Minimal Access Surgery,0972-9941,Surgery,126,126,84.5,61.0,139.75,115.0079365079365,113.0,215.0,"crossref_assertion, pubmed",Wolters Kluwer Medknow Publications,14878,0.36,Medicine,Health Sciences
Journal of Clinical Urology,2051-4158,Surgery,10,10,83.5,56.25,127.25,97.0,,,pubmed,SAGE Publications Ltd,22616,0.178,Medicine,Health Sciences
Surgical Endoscopy,1432-2218,Surgery,131,131,82.0,61.0,116.0,98.02290076335878,16.0,110.0,"crossref_assertion, pubmed",Springer,4645,1.023,Medicine,Health Sciences
Acta Neurochirurgica,0001-6268,Surgery,204,204,79.5,49.75,116.25,82.8529411764706,19.0,98.0,"crossref_assertion, pubmed",Springer,7591,0.736,Medicine,Health Sciences
Neurologia i Neurochirurgia Polska,0028-3843,Surgery,100,100,79.0,40.25,137.5,95.05,66.0,148.0,pubmed,Via Medica,9401,0.617,Medicine,Health Sciences
Surgery Open Science,2589-8450,Surgery,100,100,77.5,37.0,139.75,90.62,,,pubmed,Elsevier B.V.,11594,0.5,Medicine,Health Sciences
Gland Surgery,2227-8575,Surgery,100,100,76.5,58.75,97.0,83.44,,,pubmed,AME Publishing Company,11752,0.492,Medicine,Health Sciences
International Journal of Surgery Case Reports,2210-2612,Surgery,100,100,75.0,61.75,99.0,84.5,,,pubmed,Elsevier Ltd,19140,0.238,Medicine,Health Sciences
Annals of Coloproctology,2287-9722,Surgery,101,101,74.0,37.0,107.0,85.62376237623762,,891.0,"crossref_assertion, pubmed",Korean Society of Coloproctology,10368,0.561,Medicine,Health Sciences
Neuroprotection,2770-7296,Surgery,86,86,74.0,54.0,118.0,88.09302325581395,65.0,142.0,"crossref_assertion, pubmed",John Wiley and Sons Inc,11823,0.488,Medicine,Health Sciences
Journal of Hand and Microsurgery,0974-3227,Surgery,100,100,73.5,46.0,119.75,91.2,,,pubmed,Elsevier B.V.,16608,0.301,Medicine,Health Sciences
JTCVS Techniques,2666-2507,Surgery,100,100,72.5,46.75,103.0,77.85,,,pubmed,Elsevier Inc.,13198,0.426,Medicine,Health Sciences
Annales de Chirurgie Plastique Esthetique,1768-319X,Surgery,100,100,72.0,46.5,109.0,84.48,,,pubmed,Elsevier Masson s.r.l.,18888,0.243,Medicine,Health Sciences
British Journal of Surgery,0007-1323,Surgery,100,100,71.5,37.25,124.25,81.89,,,pubmed,Oxford University Press,1934,1.69,Medicine,Health Sciences
European Journal of Plastic Surgery,0930-343X,Surgery,100,100,70.5,40.0,102.25,79.37,91.0,137.0,pubmed,Springer Verlag,16677,0.299,Medicine,Health Sciences
Frontiers in Surgery,2296-875X,Surgery,100,100,70.5,45.75,106.0,80.63,,52.0,pubmed,Frontiers Media SA,10754,0.541,Medicine,Health Sciences
Plastic Surgery,2292-5511,Surgery,100,99,68.0,30.5,124.0,86.94949494949495,,,pubmed,SAGE Publications Inc.,13153,0.428,Medicine,Health Sciences
Cirugia Espanola,0009-739X,Surgery,100,100,66.0,30.75,118.5,81.71,77.0,135.0,pubmed,Asociacion Espanola de Cirujanos,19383,0.233,Medicine,Health Sciences
Clinical Transplantation and Research,3022-7712,Surgery,100,100,66.0,41.25,98.0,71.57,,,pubmed,Korean Society for Transplantation,19329,0.234,Immunology and Microbiology,Life Sciences
